report_date,portfolio_size,total_exposure,total_expected_loss,expected_loss_pct,approval_rate,manual_review_rate,denial_rate,avg_pd,median_pd,max_pd,avg_confidence,avg_risk_score,low_risk_count,medium_risk_count,high_risk_count,approved_exposure,denied_exposure
2026-02-13 11:21:09,5,63000.0,25200.05441363901,40.00008637085557,0.8,0.0,0.2,0.2064007490407675,0.0068231237120926,1.0,0.01280149808153506,20.4,4,0,1,38000.0,25000.0
